time,NAME,X,Y,SPD,HDG,TYPE,COLOR,MODE,ALLSTOP,TIME,LENGTH,src
1722606690.644606,ned,45.9,-32.83,0.05,21.06,kayak,gray70,PARK,ManualOverride,414,1722606690.64,4,pNodeReporter
1722606693.658696,ned,45.95,-32.75,0.03,21.06,kayak,gray70,PARK,ManualOverride,415,1722606693.66,4,pNodeReporter
1722606696.672726,ned,46.05,-32.64,0.05,21.06,kayak,gray70,PARK,ManualOverride,416,1722606696.67,4,pNodeReporter
1722606699.686976,ned,46.2,-32.51,0.04,21.06,kayak,gray70,PARK,ManualOverride,417,1722606699.69,4,pNodeReporter
1722606702.701236,ned,46.34,-32.4,0.03,21.06,kayak,gray70,PARK,ManualOverride,418,1722606702.7,4,pNodeReporter
1722606705.715216,ned,46.43,-32.29,0.02,21.06,kayak,gray70,PARK,ManualOverride,419,1722606705.72,4,pNodeReporter
1722606708.728846,ned,46.5,-32.16,0.04,21.06,kayak,gray70,PARK,ManualOverride,420,1722606708.73,4,pNodeReporter
1722606711.742286,ned,46.64,-31.99,0.03,21.06,kayak,gray70,PARK,ManualOverride,421,1722606711.74,4,pNodeReporter
1722606714.756506,ned,46.65,-31.83,0.01,21.06,kayak,gray70,PARK,ManualOverride,422,1722606714.76,4,pNodeReporter
1722606717.765166,ned,46.69,-31.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,423,1722606717.77,4,pNodeReporter
1722606720.774676,ned,46.75,-31.51,0.02,21.06,kayak,gray70,PARK,ManualOverride,424,1722606720.77,4,pNodeReporter
1722606723.788176,ned,46.88,-31.38,0.01,21.06,kayak,gray70,PARK,ManualOverride,425,1722606723.79,4,pNodeReporter
1722606726.798426,ned,46.94,-31.23,0.04,21.06,kayak,gray70,PARK,ManualOverride,426,1722606726.8,4,pNodeReporter
1722606729.806616,ned,46.9,-31.03,0.03,21.06,kayak,gray70,PARK,ManualOverride,427,1722606729.81,4,pNodeReporter
1722606732.820496,ned,46.88,-30.9,0.04,21.06,kayak,gray70,PARK,ManualOverride,428,1722606732.82,4,pNodeReporter
1722606735.832846,ned,46.84,-30.73,0.05,21.06,kayak,gray70,PARK,ManualOverride,429,1722606735.83,4,pNodeReporter
1722606738.845226,ned,46.8,-30.64,0.02,21.06,kayak,gray70,PARK,ManualOverride,430,1722606738.85,4,pNodeReporter
1722606741.857426,ned,46.78,-30.57,0.02,21.06,kayak,gray70,PARK,ManualOverride,431,1722606741.86,4,pNodeReporter
1722606744.866856,ned,46.71,-30.45,0.03,21.06,kayak,gray70,PARK,ManualOverride,432,1722606744.87,4,pNodeReporter
1722606747.8760061,ned,46.62,-30.36,0.03,21.06,kayak,gray70,PARK,ManualOverride,433,1722606747.88,4,pNodeReporter
1722606750.888226,ned,46.54,-30.27,0.03,21.06,kayak,gray70,PARK,ManualOverride,434,1722606750.89,4,pNodeReporter
1722606753.896636,ned,46.52,-30.25,0.03,21.06,kayak,gray70,PARK,ManualOverride,435,1722606753.9,4,pNodeReporter
1722606756.908616,ned,46.45,-30.14,0.03,21.06,kayak,gray70,PARK,ManualOverride,436,1722606756.91,4,pNodeReporter
1722606759.917766,ned,46.39,-30.1,0.05,21.06,kayak,gray70,PARK,ManualOverride,437,1722606759.92,4,pNodeReporter
1722606762.9269161,ned,46.34,-30.08,0.03,21.06,kayak,gray70,PARK,ManualOverride,438,1722606762.93,4,pNodeReporter
1722606765.9390361,ned,46.36,-30.01,0.03,21.06,kayak,gray70,PARK,ManualOverride,439,1722606765.94,4,pNodeReporter
1722606768.947356,ned,46.32,-29.95,0.05,21.06,kayak,gray70,PARK,ManualOverride,440,1722606768.95,4,pNodeReporter
1722606771.959736,ned,46.24,-30.01,0.02,21.06,kayak,gray70,PARK,ManualOverride,441,1722606771.96,4,pNodeReporter
1722606774.968956,ned,46.16,-30.05,0.03,21.06,kayak,gray70,PARK,ManualOverride,442,1722606774.97,4,pNodeReporter
1722606777.978256,ned,46.17,-29.95,0.04,21.06,kayak,gray70,PARK,ManualOverride,443,1722606777.98,4,pNodeReporter
1722606780.990276,ned,46.15,-29.97,0.03,21.06,kayak,gray70,PARK,ManualOverride,444,1722606780.99,4,pNodeReporter
1722606784.002976,ned,46.08,-29.94,0.03,21.06,kayak,gray70,PARK,ManualOverride,445,1722606784,4,pNodeReporter
1722606787.015696,ned,46.15,-29.94,0.01,21.06,kayak,gray70,PARK,ManualOverride,446,1722606787.02,4,pNodeReporter
1722606790.026526,ned,46.3,-30.03,0.02,21.06,kayak,gray70,PARK,ManualOverride,447,1722606790.03,4,pNodeReporter
1722606793.036096,ned,46.42,-30.08,0.02,21.06,kayak,gray70,PARK,ManualOverride,448,1722606793.04,4,pNodeReporter
1722606796.048386,ned,46.43,-30.14,0.03,21.06,kayak,gray70,PARK,ManualOverride,449,1722606796.05,4,pNodeReporter
1722606799.056746,ned,46.54,-30.08,0.03,21.06,kayak,gray70,PARK,ManualOverride,450,1722606799.06,4,pNodeReporter
1722606802.073076,ned,46.69,-29.97,0.03,21.06,kayak,gray70,PARK,ManualOverride,451,1722606802.07,4,pNodeReporter
1722606805.087466,ned,46.71,-29.92,0.02,21.06,kayak,gray70,PARK,ManualOverride,452,1722606805.09,4,pNodeReporter
1722606808.101556,ned,46.73,-29.92,0.03,21.06,kayak,gray70,PARK,ManualOverride,453,1722606808.1,4,pNodeReporter
1722606811.1156561,ned,46.67,-29.88,0.02,21.06,kayak,gray70,PARK,ManualOverride,454,1722606811.12,4,pNodeReporter
1722606814.129476,ned,46.67,-29.79,0.02,21.06,kayak,gray70,PARK,ManualOverride,455,1722606814.13,4,pNodeReporter
1722606817.143656,ned,46.71,-29.68,0.02,21.06,kayak,gray70,PARK,ManualOverride,456,1722606817.14,4,pNodeReporter
1722606820.157676,ned,46.69,-29.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,457,1722606820.16,4,pNodeReporter
1722606823.171536,ned,46.72,-29.6,0.03,21.06,kayak,gray70,PARK,ManualOverride,458,1722606823.17,4,pNodeReporter
1722606826.185766,ned,46.73,-29.49,0.04,21.06,kayak,gray70,PARK,ManualOverride,459,1722606826.19,4,pNodeReporter
1722606829.199826,ned,46.75,-29.45,0.03,21.06,kayak,gray70,PARK,ManualOverride,460,1722606829.2,4,pNodeReporter
1722606832.213596,ned,46.78,-29.4,0.04,21.06,kayak,gray70,PARK,ManualOverride,461,1722606832.21,4,pNodeReporter
1722606835.227756,ned,46.75,-29.34,0.02,21.06,kayak,gray70,PARK,ManualOverride,462,1722606835.23,4,pNodeReporter
1722606838.241746,ned,46.75,-29.25,0.04,21.06,kayak,gray70,PARK,ManualOverride,463,1722606838.24,4,pNodeReporter
1722606841.256536,ned,46.72,-29.16,0.01,21.06,kayak,gray70,PARK,ManualOverride,464,1722606841.26,4,pNodeReporter
1722606844.270866,ned,46.75,-29.07,0.02,21.06,kayak,gray70,PARK,ManualOverride,465,1722606844.27,4,pNodeReporter
1722606847.280576,ned,46.76,-28.94,0.01,21.06,kayak,gray70,PARK,ManualOverride,466,1722606847.28,4,pNodeReporter
1722606850.289676,ned,46.78,-28.86,0.01,21.06,kayak,gray70,PARK,ManualOverride,467,1722606850.29,4,pNodeReporter
1722606853.302036,ned,46.78,-28.75,0.01,21.06,kayak,gray70,PARK,ManualOverride,468,1722606853.3,4,pNodeReporter
1722606856.310396,ned,46.75,-28.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,469,1722606856.31,4,pNodeReporter
1722606859.327466,ned,46.72,-28.57,0.02,21.06,kayak,gray70,PARK,ManualOverride,470,1722606859.33,4,pNodeReporter
1722606862.337346,ned,46.69,-28.47,0.02,21.06,kayak,gray70,PARK,ManualOverride,471,1722606862.34,4,pNodeReporter
1722606865.346356,ned,46.67,-28.4,0.03,21.06,kayak,gray70,PARK,ManualOverride,472,1722606865.35,4,pNodeReporter
1722606868.360546,ned,46.64,-28.27,0.02,21.06,kayak,gray70,PARK,ManualOverride,473,1722606868.36,4,pNodeReporter
1722606871.374456,ned,46.62,-28.19,0.02,21.06,kayak,gray70,PARK,ManualOverride,474,1722606871.37,4,pNodeReporter
1722606874.3879461,ned,46.58,-28.1,0.03,21.06,kayak,gray70,PARK,ManualOverride,475,1722606874.39,4,pNodeReporter
1722606877.401676,ned,46.54,-28.03,0.02,21.06,kayak,gray70,PARK,ManualOverride,476,1722606877.4,4,pNodeReporter
1722606880.415606,ned,46.54,-28.01,0.02,21.06,kayak,gray70,PARK,ManualOverride,477,1722606880.42,4,pNodeReporter
1722606883.428206,ned,46.52,-27.94,0.01,21.06,kayak,gray70,PARK,ManualOverride,478,1722606883.43,4,pNodeReporter
1722606886.437086,ned,46.52,-27.92,0.02,21.06,kayak,gray70,PARK,ManualOverride,479,1722606886.44,4,pNodeReporter
1722606889.4500961,ned,46.53,-27.88,0.02,21.06,kayak,gray70,PARK,ManualOverride,480,1722606889.45,4,pNodeReporter
1722606892.459156,ned,46.54,-27.84,0.01,21.06,kayak,gray70,PARK,ManualOverride,481,1722606892.46,4,pNodeReporter
1722606895.470586,ned,46.58,-27.82,0.01,21.06,kayak,gray70,PARK,ManualOverride,482,1722606895.47,4,pNodeReporter
1722606898.482446,ned,46.61,-27.75,0.04,21.06,kayak,gray70,PARK,ManualOverride,483,1722606898.48,4,pNodeReporter
1722606901.4909961,ned,46.61,-27.71,0,21.06,kayak,gray70,PARK,ManualOverride,484,1722606901.49,4,pNodeReporter
1722606904.503976,ned,46.6,-27.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,485,1722606904.5,4,pNodeReporter
1722606907.513106,ned,46.57,-27.62,0.02,21.06,kayak,gray70,PARK,ManualOverride,486,1722606907.51,4,pNodeReporter
1722606910.522526,ned,46.54,-27.58,0.01,21.06,kayak,gray70,PARK,ManualOverride,487,1722606910.52,4,pNodeReporter
1722606913.535016,ned,46.53,-27.53,0.03,21.06,kayak,gray70,PARK,ManualOverride,488,1722606913.53,4,pNodeReporter
1722606916.543406,ned,46.49,-27.49,0.01,21.06,kayak,gray70,PARK,ManualOverride,489,1722606916.54,4,pNodeReporter
1722606919.555946,ned,46.47,-27.42,0.01,21.06,kayak,gray70,PARK,ManualOverride,490,1722606919.56,4,pNodeReporter
1722606922.569206,ned,46.47,-27.34,0.01,21.06,kayak,gray70,PARK,ManualOverride,491,1722606922.57,4,pNodeReporter
1722606925.577456,ned,46.47,-27.34,0.01,21.06,kayak,gray70,PARK,ManualOverride,492,1722606925.58,4,pNodeReporter
1722606928.587996,ned,46.47,-27.29,0.01,21.06,kayak,gray70,PARK,ManualOverride,493,1722606928.59,4,pNodeReporter
1722606931.598886,ned,46.49,-27.27,0,21.06,kayak,gray70,PARK,ManualOverride,494,1722606931.6,4,pNodeReporter
1722606934.607646,ned,46.52,-27.27,0.01,21.06,kayak,gray70,PARK,ManualOverride,495,1722606934.61,4,pNodeReporter
1722606937.621926,ned,46.54,-27.21,0.02,21.06,kayak,gray70,PARK,ManualOverride,496,1722606937.62,4,pNodeReporter
1722606940.630096,ned,46.56,-27.18,0.02,21.06,kayak,gray70,PARK,ManualOverride,497,1722606940.63,4,pNodeReporter
1722606943.640606,ned,46.58,-27.12,0.03,21.06,kayak,gray70,PARK,ManualOverride,498,1722606943.64,4,pNodeReporter
1722606946.654616,ned,46.58,-27.08,0.01,21.06,kayak,gray70,PARK,ManualOverride,499,1722606946.65,4,pNodeReporter
1722606949.6685061,ned,46.58,-27.06,0.01,21.06,kayak,gray70,PARK,ManualOverride,500,1722606949.67,4,pNodeReporter
1722606952.682356,ned,46.6,-27.05,0.02,21.06,kayak,gray70,PARK,ManualOverride,501,1722606952.68,4,pNodeReporter
1722606955.698646,ned,46.61,-27.06,0.02,21.06,kayak,gray70,PARK,ManualOverride,502,1722606955.7,4,pNodeReporter
1722606958.712326,ned,46.65,-27.08,0.02,21.06,kayak,gray70,PARK,ManualOverride,503,1722606958.71,4,pNodeReporter
1722606961.726226,ned,46.65,-27.1,0.03,21.06,kayak,gray70,PARK,ManualOverride,504,1722606961.73,4,pNodeReporter
1722606964.740006,ned,46.64,-27.1,0.03,21.06,kayak,gray70,PARK,ManualOverride,505,1722606964.74,4,pNodeReporter
1722606967.753316,ned,46.62,-27.12,0.01,21.06,kayak,gray70,PARK,ManualOverride,506,1722606967.75,4,pNodeReporter
1722606970.767036,ned,46.65,-27.12,0,21.06,kayak,gray70,PARK,ManualOverride,507,1722606970.77,4,pNodeReporter
1722606973.780886,ned,46.68,-27.1,0.01,21.06,kayak,gray70,PARK,ManualOverride,508,1722606973.78,4,pNodeReporter
1722606976.794466,ned,46.65,-27.03,0.03,21.06,kayak,gray70,PARK,ManualOverride,509,1722606976.79,4,pNodeReporter
1722606979.808756,ned,46.64,-26.94,0.02,21.06,kayak,gray70,PARK,ManualOverride,510,1722606979.81,4,pNodeReporter
1722606982.823286,ned,46.61,-26.9,0.03,21.06,kayak,gray70,PARK,ManualOverride,511,1722606982.82,4,pNodeReporter
1722606985.831856,ned,46.57,-26.92,0.02,21.06,kayak,gray70,PARK,ManualOverride,512,1722606985.83,4,pNodeReporter
1722606988.844036,ned,46.54,-26.88,0.03,21.06,kayak,gray70,PARK,ManualOverride,513,1722606988.84,4,pNodeReporter
1722606991.857696,ned,46.52,-26.88,0.01,21.06,kayak,gray70,PARK,ManualOverride,514,1722606991.86,4,pNodeReporter
1722606994.866996,ned,46.49,-26.9,0.01,21.06,kayak,gray70,PARK,ManualOverride,515,1722606994.87,4,pNodeReporter
1722606997.876376,ned,46.5,-26.92,0.02,21.06,kayak,gray70,PARK,ManualOverride,516,1722606997.88,4,pNodeReporter
1722607000.888986,ned,46.53,-26.95,0.01,21.06,kayak,gray70,PARK,ManualOverride,517,1722607000.89,4,pNodeReporter
1722607003.898276,ned,46.54,-26.95,0.02,21.06,kayak,gray70,PARK,ManualOverride,518,1722607003.9,4,pNodeReporter
1722607006.9114861,ned,46.56,-26.94,0.01,21.06,kayak,gray70,PARK,ManualOverride,519,1722607006.91,4,pNodeReporter
1722607009.921086,ned,46.57,-26.92,0.01,21.06,kayak,gray70,PARK,ManualOverride,520,1722607009.92,4,pNodeReporter
1722607012.930296,ned,46.57,-26.88,0.02,21.06,kayak,gray70,PARK,ManualOverride,521,1722607012.93,4,pNodeReporter
1722607015.943866,ned,46.56,-26.82,0.03,21.06,kayak,gray70,PARK,ManualOverride,522,1722607015.94,4,pNodeReporter
1722607018.955116,ned,46.52,-26.75,0.02,21.06,kayak,gray70,PARK,ManualOverride,523,1722607018.96,4,pNodeReporter
1722607021.963346,ned,46.54,-26.71,0.01,21.06,kayak,gray70,PARK,ManualOverride,524,1722607021.96,4,pNodeReporter
1722607024.976546,ned,46.57,-26.71,0.01,21.06,kayak,gray70,PARK,ManualOverride,525,1722607024.98,4,pNodeReporter
1722607027.985116,ned,46.61,-26.73,0.02,21.06,kayak,gray70,PARK,ManualOverride,526,1722607027.99,4,pNodeReporter
1722607030.995826,ned,46.61,-26.69,0.01,21.06,kayak,gray70,PARK,ManualOverride,527,1722607031,4,pNodeReporter
1722607034.0071561,ned,46.56,-26.62,0.02,21.06,kayak,gray70,PARK,ManualOverride,528,1722607034.01,4,pNodeReporter
1722607037.0154161,ned,46.56,-26.62,0.03,21.06,kayak,gray70,PARK,ManualOverride,529,1722607037.02,4,pNodeReporter
1722607040.028506,ned,46.54,-26.58,0.04,21.06,kayak,gray70,PARK,ManualOverride,530,1722607040.03,4,pNodeReporter
1722607043.042776,ned,46.5,-26.49,0.01,21.06,kayak,gray70,PARK,ManualOverride,531,1722607043.04,4,pNodeReporter
1722607046.0549161,ned,46.42,-26.36,0.03,21.06,kayak,gray70,PARK,ManualOverride,532,1722607046.05,4,pNodeReporter
1722607049.063236,ned,46.36,-26.29,0.01,21.06,kayak,gray70,PARK,ManualOverride,533,1722607049.06,4,pNodeReporter
1722607052.075536,ned,46.31,-26.19,0.03,21.06,kayak,gray70,PARK,ManualOverride,534,1722607052.08,4,pNodeReporter
1722607055.084876,ned,46.25,-26.12,0.02,21.06,kayak,gray70,PARK,ManualOverride,535,1722607055.08,4,pNodeReporter
1722607058.094546,ned,46.2,-26.06,0.02,21.06,kayak,gray70,PARK,ManualOverride,536,1722607058.09,4,pNodeReporter
1722607061.108346,ned,46.12,-25.99,0.02,21.06,kayak,gray70,PARK,ManualOverride,537,1722607061.11,4,pNodeReporter
1722607064.121986,ned,46.01,-25.92,0.01,21.06,kayak,gray70,PARK,ManualOverride,538,1722607064.12,4,pNodeReporter
1722607067.136346,ned,45.91,-25.81,0.01,21.06,kayak,gray70,PARK,ManualOverride,539,1722607067.14,4,pNodeReporter
1722607070.150286,ned,45.83,-25.69,0.03,21.06,kayak,gray70,PARK,ManualOverride,540,1722607070.15,4,pNodeReporter
1722607073.164126,ned,45.79,-25.62,0.01,21.06,kayak,gray70,PARK,ManualOverride,541,1722607073.16,4,pNodeReporter
1722607076.178106,ned,45.79,-25.56,0.01,21.06,kayak,gray70,PARK,ManualOverride,542,1722607076.18,4,pNodeReporter
1722607079.1927161,ned,45.79,-25.53,0.03,21.06,kayak,gray70,PARK,ManualOverride,543,1722607079.19,4,pNodeReporter
1722607082.206616,ned,45.78,-25.51,0.02,21.06,kayak,gray70,PARK,ManualOverride,544,1722607082.21,4,pNodeReporter
1722607085.219536,ned,45.76,-25.51,0.02,21.06,kayak,gray70,PARK,ManualOverride,545,1722607085.22,4,pNodeReporter
1722607088.2332861,ned,45.82,-25.55,0.02,21.06,kayak,gray70,PARK,ManualOverride,546,1722607088.23,4,pNodeReporter
1722607091.247436,ned,45.83,-25.55,0.02,21.06,kayak,gray70,PARK,ManualOverride,547,1722607091.25,4,pNodeReporter
1722607094.261236,ned,45.84,-25.53,0.02,21.06,kayak,gray70,PARK,ManualOverride,548,1722607094.26,4,pNodeReporter
1722607097.275466,ned,45.86,-25.49,0.01,21.06,kayak,gray70,PARK,ManualOverride,549,1722607097.28,4,pNodeReporter
1722607100.291066,ned,45.89,-25.47,0,21.06,kayak,gray70,PARK,ManualOverride,550,1722607100.29,4,pNodeReporter
1722607103.299196,ned,45.94,-25.51,0.01,21.06,kayak,gray70,PARK,ManualOverride,551,1722607103.3,4,pNodeReporter
1722607106.310216,ned,45.95,-25.47,0.02,21.06,kayak,gray70,PARK,ManualOverride,552,1722607106.31,4,pNodeReporter
1722607109.321216,ned,46.01,-25.49,0.02,21.06,kayak,gray70,PARK,ManualOverride,553,1722607109.32,4,pNodeReporter
1722607112.331136,ned,46.04,-25.51,0.03,21.06,kayak,gray70,PARK,ManualOverride,554,1722607112.33,4,pNodeReporter
1722607115.344436,ned,45.97,-25.49,0.01,21.06,kayak,gray70,PARK,ManualOverride,555,1722607115.34,4,pNodeReporter
1722607118.352646,ned,45.9,-25.47,0.02,21.06,kayak,gray70,PARK,ManualOverride,556,1722607118.35,4,pNodeReporter
1722607121.3635361,ned,45.84,-25.43,0.02,21.06,kayak,gray70,PARK,ManualOverride,557,1722607121.36,4,pNodeReporter
1722607124.374306,ned,45.75,-25.4,0,21.06,kayak,gray70,PARK,ManualOverride,558,1722607124.37,4,pNodeReporter
1722607127.382656,ned,45.71,-25.36,0.03,21.06,kayak,gray70,PARK,ManualOverride,559,1722607127.38,4,pNodeReporter
1722607130.3953161,ned,45.61,-25.27,0.02,21.06,kayak,gray70,PARK,ManualOverride,560,1722607130.4,4,pNodeReporter
1722607133.403816,ned,45.49,-25.19,0.02,21.06,kayak,gray70,PARK,ManualOverride,561,1722607133.4,4,pNodeReporter
1722607136.414686,ned,45.38,-25.19,0.03,21.06,kayak,gray70,PARK,ManualOverride,562,1722607136.41,4,pNodeReporter
1722607139.4283261,ned,45.32,-25.16,0.02,21.06,kayak,gray70,PARK,ManualOverride,563,1722607139.43,4,pNodeReporter
1722607142.442806,ned,45.26,-25.08,0.01,21.06,kayak,gray70,PARK,ManualOverride,564,1722607142.44,4,pNodeReporter
1722607145.456876,ned,45.21,-25.01,0.02,21.06,kayak,gray70,PARK,ManualOverride,565,1722607145.46,4,pNodeReporter
1722607148.470886,ned,45.19,-24.93,0.03,21.06,kayak,gray70,PARK,ManualOverride,566,1722607148.47,4,pNodeReporter
1722607151.485136,ned,45.19,-24.88,0.02,21.06,kayak,gray70,PARK,ManualOverride,567,1722607151.48,4,pNodeReporter
1722607154.4953861,ned,45.21,-24.82,0.01,21.06,kayak,gray70,PARK,ManualOverride,568,1722607154.5,4,pNodeReporter
1722607157.503926,ned,45.23,-24.75,0.01,21.06,kayak,gray70,PARK,ManualOverride,569,1722607157.5,4,pNodeReporter
1722607160.5173361,ned,45.23,-24.69,0.02,21.06,kayak,gray70,PARK,ManualOverride,570,1722607160.52,4,pNodeReporter
1722607163.525516,ned,45.21,-24.62,0.03,21.06,kayak,gray70,PARK,ManualOverride,571,1722607163.53,4,pNodeReporter
1722607166.536736,ned,45.19,-24.55,0.01,21.06,kayak,gray70,PARK,ManualOverride,572,1722607166.54,4,pNodeReporter
1722607169.547956,ned,45.13,-24.45,0.02,21.06,kayak,gray70,PARK,ManualOverride,573,1722607169.55,4,pNodeReporter
1722607172.557306,ned,45.11,-24.42,0,21.06,kayak,gray70,PARK,ManualOverride,574,1722607172.56,4,pNodeReporter
1722607175.569986,ned,45.11,-24.43,0.02,21.06,kayak,gray70,PARK,ManualOverride,575,1722607175.57,4,pNodeReporter
1722607178.578556,ned,45.12,-24.43,0.02,21.06,kayak,gray70,PARK,ManualOverride,576,1722607178.58,4,pNodeReporter
1722607181.590156,ned,45.08,-24.42,0.01,21.06,kayak,gray70,PARK,ManualOverride,577,1722607181.59,4,pNodeReporter
1722607184.600246,ned,45.05,-24.36,0.01,21.06,kayak,gray70,PARK,ManualOverride,578,1722607184.6,4,pNodeReporter
1722607187.608936,ned,45.08,-24.34,0.03,21.06,kayak,gray70,PARK,ManualOverride,579,1722607187.61,4,pNodeReporter
1722607190.622906,ned,45.08,-24.27,0.02,21.06,kayak,gray70,PARK,ManualOverride,580,1722607190.62,4,pNodeReporter
1722607193.6367261,ned,45.08,-24.27,0.02,21.06,kayak,gray70,PARK,ManualOverride,581,1722607193.64,4,pNodeReporter
1722607196.6507661,ned,45.12,-24.3,0.02,21.06,kayak,gray70,PARK,ManualOverride,582,1722607196.65,4,pNodeReporter
1722607199.162616,ned,45.26,-24.49,0.02,21.06,kayak,gray70,PARK,ManualOverride,583,1722607199.16,4,pNodeReporter
1722607202.177186,ned,45.2,-24.58,0.01,21.06,kayak,gray70,PARK,ManualOverride,584,1722607202.18,4,pNodeReporter
1722607205.190706,ned,45.13,-24.62,0.02,21.06,kayak,gray70,PARK,ManualOverride,585,1722607205.19,4,pNodeReporter
1722607208.204376,ned,45.08,-24.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,586,1722607208.2,4,pNodeReporter
1722607211.217846,ned,45.05,-24.66,0.01,21.06,kayak,gray70,PARK,ManualOverride,587,1722607211.22,4,pNodeReporter
1722607214.231676,ned,45.05,-24.6,0.01,21.06,kayak,gray70,PARK,ManualOverride,588,1722607214.23,4,pNodeReporter
1722607217.245866,ned,45.06,-24.53,0.01,21.06,kayak,gray70,PARK,ManualOverride,589,1722607217.25,4,pNodeReporter
1722607220.254786,ned,45.08,-24.53,0.01,21.06,kayak,gray70,PARK,ManualOverride,590,1722607220.25,4,pNodeReporter
1722607223.264386,ned,45.09,-24.53,0.01,21.06,kayak,gray70,PARK,ManualOverride,591,1722607223.26,4,pNodeReporter
1722607226.276686,ned,45.13,-24.56,0,21.06,kayak,gray70,PARK,ManualOverride,592,1722607226.28,4,pNodeReporter
1722607229.285296,ned,45.16,-24.62,0.01,21.06,kayak,gray70,PARK,ManualOverride,593,1722607229.29,4,pNodeReporter
1722607232.298296,ned,45.15,-24.62,0.02,21.06,kayak,gray70,PARK,ManualOverride,594,1722607232.3,4,pNodeReporter
1722607235.3071861,ned,45.16,-24.62,0.02,21.06,kayak,gray70,PARK,ManualOverride,595,1722607235.31,4,pNodeReporter
1722607238.3173862,ned,45.16,-24.62,0.02,21.06,kayak,gray70,PARK,ManualOverride,596,1722607238.32,4,pNodeReporter
1722607241.3293061,ned,45.16,-24.62,0.01,21.06,kayak,gray70,PARK,ManualOverride,597,1722607241.33,4,pNodeReporter
1722607244.337546,ned,45.16,-24.64,0.02,21.06,kayak,gray70,PARK,ManualOverride,598,1722607244.34,4,pNodeReporter
1722607247.3502061,ned,45.19,-24.64,0.01,21.06,kayak,gray70,PARK,ManualOverride,599,1722607247.35,4,pNodeReporter
1722607250.358926,ned,45.17,-24.6,0.02,21.06,kayak,gray70,PARK,ManualOverride,600,1722607250.36,4,pNodeReporter
1722607253.368576,ned,45.19,-24.64,0.01,21.06,kayak,gray70,PARK,ManualOverride,601,1722607253.37,4,pNodeReporter
1722607256.382986,ned,45.2,-24.66,0.06,21.06,kayak,gray70,PARK,ManualOverride,602,1722607256.38,4,pNodeReporter
1722607259.393606,ned,45.24,-24.66,0.01,21.06,kayak,gray70,PARK,ManualOverride,603,1722607259.39,4,pNodeReporter
1722607262.401896,ned,45.24,-24.64,0.02,21.06,kayak,gray70,PARK,ManualOverride,604,1722607262.4,4,pNodeReporter
1722607265.415376,ned,45.26,-24.64,0.02,21.06,kayak,gray70,PARK,ManualOverride,605,1722607265.42,4,pNodeReporter
1722607268.423966,ned,45.26,-24.66,0.02,21.06,kayak,gray70,PARK,ManualOverride,606,1722607268.42,4,pNodeReporter
1722607271.434736,ned,45.24,-24.68,0.05,21.06,kayak,gray70,PARK,ManualOverride,607,1722607271.43,4,pNodeReporter
1722607274.445456,ned,45.21,-24.69,0.01,21.06,kayak,gray70,PARK,ManualOverride,608,1722607274.45,4,pNodeReporter
1722607277.454026,ned,45.2,-24.69,0.03,21.06,kayak,gray70,PARK,ManualOverride,609,1722607277.45,4,pNodeReporter
1722607280.468296,ned,45.19,-24.69,0.03,21.06,kayak,gray70,PARK,ManualOverride,610,1722607280.47,4,pNodeReporter
1722607283.476526,ned,45.15,-24.71,0.05,21.06,kayak,gray70,PARK,ManualOverride,611,1722607283.48,4,pNodeReporter
1722607286.487826,ned,45.09,-24.73,0.01,21.06,kayak,gray70,PARK,ManualOverride,612,1722607286.49,4,pNodeReporter
1722607289.501866,ned,45.05,-24.71,0.01,21.06,kayak,gray70,PARK,ManualOverride,613,1722607289.5,4,pNodeReporter
1722607292.511306,ned,45,-24.69,0.01,21.06,kayak,gray70,PARK,ManualOverride,614,1722607292.51,4,pNodeReporter
1722607295.520656,ned,44.94,-24.66,0.04,21.06,kayak,gray70,PARK,ManualOverride,615,1722607295.52,4,pNodeReporter
1722607298.533346,ned,44.89,-24.58,0.01,21.06,kayak,gray70,PARK,ManualOverride,616,1722607298.53,4,pNodeReporter
1722607301.541516,ned,44.84,-24.53,0.03,21.06,kayak,gray70,PARK,ManualOverride,617,1722607301.54,4,pNodeReporter
1722607304.553966,ned,44.79,-24.45,0.03,21.06,kayak,gray70,PARK,ManualOverride,618,1722607304.55,4,pNodeReporter
1722607307.563206,ned,44.76,-24.36,0.04,21.06,kayak,gray70,PARK,ManualOverride,619,1722607307.56,4,pNodeReporter
1722607310.5724761,ned,44.72,-24.3,0.02,21.06,kayak,gray70,PARK,ManualOverride,620,1722607310.57,4,pNodeReporter
1722607313.584426,ned,44.69,-24.25,0.05,21.06,kayak,gray70,PARK,ManualOverride,621,1722607313.58,4,pNodeReporter
1722607316.592866,ned,44.69,-24.19,0.01,21.06,kayak,gray70,PARK,ManualOverride,622,1722607316.59,4,pNodeReporter
1722607319.605496,ned,44.69,-24.12,0.03,21.06,kayak,gray70,PARK,ManualOverride,623,1722607319.61,4,pNodeReporter
1722607322.619146,ned,44.71,-24.03,0.02,21.06,kayak,gray70,PARK,ManualOverride,624,1722607322.62,4,pNodeReporter
